timestamp,city,aqi,pm25,pm10,o3,no2,so2,co,temperature,humidity,pressure,wind_speed,hour,day,month,day_of_week,is_weekend,week_of_year,aqi_change_rate,aqi_change_rate_pct,pm25_change_rate,temp_change_rate,aqi_lag_1,aqi_lag_2,aqi_lag_3,aqi_lag_24,pm25_lag_1,pm25_lag_2,pm25_lag_3,pm25_lag_24,temperature_lag_1,temperature_lag_2,temperature_lag_3,temperature_lag_24,aqi_rolling_mean_3,aqi_rolling_std_3,aqi_rolling_mean_6,aqi_rolling_std_6,aqi_rolling_mean_12,aqi_rolling_std_12,aqi_rolling_mean_24,aqi_rolling_std_24,pm25_rolling_mean_3,pm25_rolling_std_3,pm25_rolling_mean_6,pm25_rolling_std_6,pm25_rolling_mean_12,pm25_rolling_std_12,pm25_rolling_mean_24,pm25_rolling_std_24,temperature_rolling_mean_3,temperature_rolling_std_3,temperature_rolling_mean_6,temperature_rolling_std_6,temperature_rolling_mean_12,temperature_rolling_std_12,temperature_rolling_mean_24,temperature_rolling_std_24
2025-10-04 13:55:12.767027,karachi,185,185,278,39,15,5,0.37,32.4,29.7,1013.7,0.8,13,4,10,5,1,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,185.0,0.0,185.0,0.0,185.0,0.0,185.0,0.0,185.0,0.0,185.0,0.0,185.0,0.0,32.4,0.0,32.4,0.0,32.4,0.0,32.4,0.0
2025-10-04 14:55:12.767027,karachi,160,160,240,44,43,23,1.07,30.7,20.0,1013.5,5.5,14,4,10,5,1,40,-25.0,-13.513513513513509,-25.0,-1.6999999999999993,185.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,32.4,0.0,0.0,0.0,172.5,17.67766952966369,172.5,17.67766952966369,172.5,17.67766952966369,172.5,17.67766952966369,172.5,17.67766952966369,172.5,17.67766952966369,172.5,17.67766952966369,172.5,17.67766952966369,31.549999999999997,1.202081528017129,31.549999999999997,1.202081528017129,31.549999999999997,1.202081528017129,31.549999999999997,1.202081528017129
2025-10-04 15:55:12.767027,karachi,134,134,202,27,10,10,1.22,28.8,20.0,1021.3,6.8,15,4,10,5,1,40,-26.0,-16.249999999999996,-26.0,-1.8999999999999986,160.0,185.0,0.0,0.0,160.0,185.0,0.0,0.0,30.7,32.4,0.0,0.0,159.66666666666666,25.501633934580216,159.66666666666666,25.501633934580216,159.66666666666666,25.501633934580216,159.66666666666666,25.501633934580216,159.66666666666666,25.501633934580216,159.66666666666666,25.501633934580216,159.66666666666666,25.501633934580216,159.66666666666666,25.501633934580216,30.633333333333336,1.800925687898678,30.633333333333336,1.800925687898678,30.633333333333336,1.800925687898678,30.633333333333336,1.800925687898678
2025-10-04 16:55:12.767027,karachi,174,174,261,49,15,12,1.09,31.2,20.0,1014.3,1.1,16,4,10,5,1,40,40.0,29.850746268656714,40.0,2.3999999999999986,134.0,160.0,185.0,0.0,134.0,160.0,185.0,0.0,28.8,30.7,32.4,0.0,156.0,20.29778313018443,163.25,22.020823478395773,163.25,22.020823478395773,163.25,22.020823478395773,156.0,20.29778313018443,163.25,22.020823478395773,163.25,22.020823478395773,163.25,22.020823478395773,30.233333333333334,1.2662279942148364,30.775,1.4974979131871924,30.775,1.4974979131871924,30.775,1.4974979131871924
2025-10-04 17:55:12.767027,karachi,191,191,287,64,37,11,1.0,30.6,20.0,1010.4,6.2,17,4,10,5,1,40,17.0,9.770114942528728,17.0,-0.5999999999999979,174.0,134.0,160.0,0.0,174.0,134.0,160.0,0.0,31.2,28.8,30.7,0.0,166.33333333333334,29.26317367158478,168.8,22.753021777337615,168.8,22.753021777337615,168.8,22.753021777337615,166.33333333333334,29.26317367158478,168.8,22.753021777337615,168.8,22.753021777337615,168.8,22.753021777337615,30.2,1.248999599679678,30.74,1.2992305415129357,30.74,1.2992305415129357,30.74,1.2992305415129357
2025-10-04 18:55:12.767027,karachi,161,161,241,74,35,17,0.57,29.5,20.0,1022.7,1.2,18,4,10,5,1,40,-30.0,-15.706806282722518,-30.0,-1.1000000000000014,191.0,174.0,134.0,0.0,191.0,174.0,134.0,0.0,30.6,31.2,28.8,0.0,175.33333333333334,15.044378795195653,167.5,20.598543637840027,167.5,20.598543637840027,167.5,20.598543637840027,175.33333333333334,15.044378795195653,167.5,20.598543637840027,167.5,20.598543637840027,167.5,20.598543637840027,30.433333333333334,0.86216781042517,30.53333333333333,1.2675435561221016,30.53333333333333,1.2675435561221016,30.53333333333333,1.2675435561221016
2025-10-04 19:55:12.767027,karachi,204,204,307,31,41,11,1.22,28.2,20.0,1009.0,10.3,19,4,10,5,1,40,43.0,26.708074534161486,43.0,-1.3000000000000007,161.0,191.0,174.0,0.0,161.0,191.0,174.0,0.0,29.5,30.6,31.2,0.0,185.33333333333334,22.052966542697433,170.66666666666666,24.848876567496298,172.71428571428572,23.321765840192327,172.71428571428572,23.321765840192327,185.33333333333334,22.052966542697433,170.66666666666666,24.848876567496298,172.71428571428572,23.321765840192327,172.71428571428572,23.321765840192327,29.433333333333334,1.2013880860626738,29.833333333333332,1.1877148928369383,30.2,1.4548768561863452,30.2,1.4548768561863452
2025-10-04 20:55:12.767027,karachi,216,216,324,28,13,18,1.77,33.8,20.0,1014.3,6.5,20,4,10,5,1,40,12.0,5.882352941176472,12.0,5.599999999999998,204.0,161.0,191.0,0.0,204.0,161.0,191.0,0.0,28.2,29.5,30.6,0.0,193.66666666666666,28.919428302325283,180.0,30.01999333777408,178.125,26.465273742882655,178.125,26.465273742882655,193.66666666666666,28.919428302325283,180.0,30.01999333777408,178.125,26.465273742882655,178.125,26.465273742882655,30.5,2.9308701779505664,30.349999999999998,2.0216330032921395,30.65,1.8531825906493158,30.65,1.8531825906493158
2025-10-04 21:55:12.767027,karachi,140,140,210,47,46,7,1.33,32.6,20.0,1009.8,7.1,21,4,10,5,1,40,-76.0,-35.18518518518518,-76.0,-1.1999999999999957,216.0,204.0,161.0,0.0,216.0,204.0,161.0,0.0,33.8,28.2,29.5,0.0,186.66666666666666,40.857475856118825,181.0,28.227646023003764,173.88888888888889,27.82734466511512,173.88888888888889,27.82734466511512,186.66666666666666,40.857475856118825,181.0,28.227646023003764,173.88888888888889,27.82734466511512,173.88888888888889,27.82734466511512,31.53333333333333,2.948445918332795,30.98333333333333,2.0341255287387434,30.866666666666667,1.851350858157361,30.866666666666667,1.851350858157361
2025-10-04 22:55:12.767027,karachi,135,135,203,53,38,13,1.08,25.9,20.0,1013.0,1.6,22,4,10,5,1,40,-5.0,-3.57142857142857,-5.0,-6.700000000000003,140.0,216.0,204.0,0.0,140.0,216.0,204.0,0.0,32.6,33.8,28.2,0.0,163.66666666666666,45.39089482851524,174.5,34.05143168796285,170.0,28.975085082800973,170.0,28.975085082800973,163.66666666666666,45.39089482851524,174.5,34.05143168796285,170.0,28.975085082800973,170.0,28.975085082800973,30.766666666666666,4.257150846908449,30.099999999999998,2.891366458960192,30.369999999999997,2.348072495568321,30.369999999999997,2.348072495568321
