timestamp,city,aqi,pm25,pm10,o3,no2,so2,co,temperature,humidity,pressure,wind_speed,hour,day,month,day_of_week,is_weekend,week_of_year,aqi_change_rate,aqi_change_rate_pct,pm25_change_rate,temp_change_rate,aqi_lag_1,aqi_lag_2,aqi_lag_3,aqi_lag_24,pm25_lag_1,pm25_lag_2,pm25_lag_3,pm25_lag_24,temperature_lag_1,temperature_lag_2,temperature_lag_3,temperature_lag_24,aqi_rolling_mean_3,aqi_rolling_std_3,aqi_rolling_mean_6,aqi_rolling_std_6,aqi_rolling_mean_12,aqi_rolling_std_12,aqi_rolling_mean_24,aqi_rolling_std_24,pm25_rolling_mean_3,pm25_rolling_std_3,pm25_rolling_mean_6,pm25_rolling_std_6,pm25_rolling_mean_12,pm25_rolling_std_12,pm25_rolling_mean_24,pm25_rolling_std_24,temperature_rolling_mean_3,temperature_rolling_std_3,temperature_rolling_mean_6,temperature_rolling_std_6,temperature_rolling_mean_12,temperature_rolling_std_12,temperature_rolling_mean_24,temperature_rolling_std_24,target_aqi_24h,target_aqi_48h,target_aqi_72h
2025-08-18 15:22:07.966479,karachi,75,16,24,36,26,20,0.82,31.6,20.0,1010.3,3.9,15,18,8,0,0,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,75.0,0.0,75.0,0.0,75.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,31.6,0.0,31.6,0.0,31.6,0.0,31.6,0.0,95.0,99.0,72.0
2025-08-18 16:22:07.966479,karachi,122,26,40,22,41,27,0.38,25.5,35.6,1010.0,6.4,16,18,8,0,0,34,47.0,62.66666666666667,10.0,-6.100000000000001,75.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,31.6,0.0,0.0,0.0,98.5,33.23401871576773,98.5,33.23401871576773,98.5,33.23401871576773,98.5,33.23401871576773,21.0,7.0710678118654755,21.0,7.0710678118654755,21.0,7.0710678118654755,21.0,7.0710678118654755,28.55,4.313351365237941,28.55,4.313351365237941,28.55,4.313351365237941,28.55,4.313351365237941,120.0,84.0,115.0
2025-08-18 17:22:07.966479,karachi,100,22,33,46,36,7,0.77,34.7,29.1,1019.5,8.0,17,18,8,0,0,34,-22.0,-18.032786885245898,-4.0,9.200000000000003,122.0,75.0,0.0,0.0,26.0,16.0,0.0,0.0,25.5,31.6,0.0,0.0,99.0,23.515952032609693,99.0,23.515952032609693,99.0,23.515952032609693,99.0,23.515952032609693,21.333333333333332,5.033222956847167,21.333333333333332,5.033222956847167,21.333333333333332,5.033222956847167,21.333333333333332,5.033222956847167,30.600000000000005,4.680811895387381,30.600000000000005,4.680811895387381,30.600000000000005,4.680811895387381,30.600000000000005,4.680811895387381,79.0,99.0,103.0
2025-08-18 18:22:07.966479,karachi,116,25,38,53,46,12,0.72,33.2,28.2,1020.1,14.6,18,18,8,0,0,34,16.0,15.999999999999993,3.0,-1.5,100.0,122.0,75.0,0.0,22.0,26.0,16.0,0.0,34.7,25.5,31.6,0.0,112.66666666666667,11.372481406154654,103.25,20.99801577927464,103.25,20.99801577927464,103.25,20.99801577927464,24.333333333333332,2.0816659994661344,22.25,4.5,22.25,4.5,22.25,4.5,31.133333333333336,4.935922743857864,31.25,4.036913012026228,31.25,4.036913012026228,31.25,4.036913012026228,120.0,110.0,78.0
2025-08-18 19:22:07.966479,karachi,128,28,42,75,40,12,0.54,32.4,24.8,1009.8,3.8,19,18,8,0,0,34,12.0,10.344827586206895,3.0,-0.8000000000000043,116.0,100.0,122.0,0.0,25.0,22.0,26.0,0.0,33.2,34.7,25.5,0.0,114.66666666666667,14.047538337136984,108.2,21.288494545176274,108.2,21.288494545176274,108.2,21.288494545176274,25.0,3.0000000000000013,23.4,4.669047011971501,23.4,4.669047011971501,23.4,4.669047011971501,33.43333333333334,1.167618659209131,31.48,3.5336949500487456,31.48,3.5336949500487456,31.48,3.5336949500487456,127.0,111.0,120.0
2025-08-18 20:22:07.966479,karachi,110,24,36,72,49,24,1.51,28.2,39.9,1011.2,10.9,20,18,8,0,0,34,-18.0,-14.0625,-4.0,-4.199999999999999,128.0,116.0,100.0,0.0,28.0,25.0,22.0,0.0,32.4,33.2,34.7,0.0,118.0,9.165151389911676,108.5,19.0551830219497,108.5,19.0551830219497,108.5,19.0551830219497,25.666666666666668,2.081665999466135,23.5,4.183300132670378,23.5,4.183300132670378,23.5,4.183300132670378,31.266666666666666,2.6857649437978273,30.933333333333334,3.4325889160612686,30.933333333333334,3.4325889160612686,30.933333333333334,3.4325889160612686,100.0,145.0,92.0
2025-08-18 21:22:07.966479,karachi,89,19,29,59,23,25,0.97,36.7,20.0,1011.0,1.5,21,18,8,0,0,34,-21.0,-19.090909090909093,-5.0,8.500000000000004,110.0,128.0,116.0,0.0,24.0,28.0,25.0,0.0,28.2,32.4,33.2,0.0,109.0,19.519221295943133,110.83333333333333,14.427982071886099,105.71428571428571,18.89192319232645,105.71428571428571,18.89192319232645,23.666666666666668,4.509249752822895,24.0,3.16227766016838,22.857142857142858,4.180453381654971,22.857142857142858,4.180453381654971,32.43333333333333,4.250098038084927,31.783333333333335,4.180629936584519,31.75714285714286,3.8170045597986677,31.75714285714286,3.8170045597986677,60.0,110.0,100.0
2025-08-18 22:22:07.966479,karachi,86,18,28,78,16,15,0.53,28.9,31.1,1015.2,3.7,22,18,8,0,0,34,-3.0,-3.3707865168539297,-1.0,-7.800000000000004,89.0,110.0,128.0,0.0,19.0,24.0,28.0,0.0,36.7,28.2,32.4,0.0,95.0,13.07669683062202,104.83333333333333,16.228575620388465,103.25,18.828170383762732,103.25,18.828170383762732,20.333333333333332,3.2145502536643202,22.666666666666668,3.777124126457413,22.25,4.2342143815082665,22.25,4.2342143815082665,31.26666666666667,4.718403684863489,32.35,3.2952996828816667,31.400000000000002,3.6754008527739446,31.400000000000002,3.6754008527739446,94.0,73.0,113.0
2025-08-18 23:22:07.966479,karachi,93,20,30,78,10,12,1.08,28.7,20.0,1005.4,4.9,23,18,8,0,0,34,7.0,8.139534883720923,2.0,-0.1999999999999993,86.0,89.0,110.0,0.0,18.0,19.0,24.0,0.0,28.9,36.7,28.2,0.0,89.33333333333333,3.51188458428424,103.66666666666667,16.88391739693922,102.11111111111111,17.94048803993668,102.11111111111111,17.94048803993668,19.0,1.0000000000000053,22.333333333333332,3.9327683210007014,22.0,4.0311288741492755,22.0,4.0311288741492755,31.433333333333334,4.562163229580168,31.349999999999998,3.349477571204204,31.100000000000005,3.553871128783373,31.100000000000005,3.553871128783373,111.0,117.0,87.0
2025-08-19 00:22:07.966479,karachi,49,10,16,46,36,8,0.31,34.6,35.8,1020.3,0.5,0,19,8,1,0,34,-44.0,-47.31182795698925,-10.0,5.900000000000002,93.0,86.0,89.0,0.0,20.0,18.0,19.0,0.0,28.7,28.9,36.7,0.0,76.0,23.643180835073778,92.5,26.508489206290125,96.8,23.836479978758984,96.8,23.836479978758984,16.0,5.291502622129182,19.833333333333332,6.080021929785015,20.8,5.370702416299422,20.8,5.370702416299422,30.733333333333334,3.350124375800598,31.583333333333332,3.547064514026589,31.45,3.5286919200557416,31.45,3.5286919200557416,73.0,59.0,70.0
